"07/07/25 17:18:23","SR-12_Boxculvert_Mon_July_7_Station_2","SS126 U100000249"," FA-2700P MP-2.300","Sheep lane so of erda way","7/7/2025   2:00:00 PM","7/7/2025   5:00:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-50","C5-79","C6-120","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-20","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-80","S14-85","S15-145","BIN 1","BIN 2"
"LANE_02","65","2.8","48.9","55.4","0","32","28","5","0","0","--","--","13.8","13.5","07/07/25 15:45:00","900","0","0","0","0","7","10","19","17","10","2","0","0","0","0","0","65","0"

"LANE_01","41","2.5","38.7","48.0","0","22","14","2","3","0","--","--","22.0","21.4","07/07/25 16:00:00","900","0","0","2","11","16","4","6","1","0","1","0","0","0","0","0","41","0"
"LANE_02","33","1.5","48.9","54.0","0","15","14","4","0","0","--","--","27.3","26.9","07/07/25 16:00:00","900","0","0","0","0","1","7","14","7","3","1","0","0","0","0","0","33","0"

"LANE_01","51","2.8","40.3","46.3","0","26","19","5","1","0","--","--","17.6","17.2","07/07/25 16:15:00","900","0","1","4","4","16","15","7","2","1","0","0","1","0","0","0","51","0"
"LANE_02","55","2.0","51.3","56.5","0","37","15","3","0","0","--","--","16.4","16.0","07/07/25 16:15:00","900","0","0","0","0","0","6","14","24","9","2","0","0","0","0","0","55","0"

"LANE_01","44","2.5","41.8","49.0","0","18","20","5","1","0","--","--","20.5","19.9","07/07/25 16:30:00","900","0","0","0","7","13","10","10","2","2","0","0","0","0","0","0","44","0"
"LANE_02","36","1.5","50.8","57.8","0","24","10","2","0","0","--","--","25.0","24.6","07/07/25 16:30:00","900","0","0","0","0","2","7","7","9","10","1","0","0","0","0","0","36","0"

"LANE_01","29","1.5","42.3","50.5","0","14","11","4","0","0","--","--","31.0","30.6","07/07/25 16:45:00","900","0","0","1","2","9","9","3","5","0","0","0","0","0","0","0","29","0"
"LANE_02","38","1.6","50.3","57.3","0","22","14","1","1","0","--","--","23.7","23.3","07/07/25 16:45:00","900","0","0","0","0","1","7","11","10","9","0","0","0","0","0","0","38","0"

"LANE_01","46","2.4","42.5","50.3","0","26","16","1","3","0","--","--","19.6","19.1","07/07/25 17:00:00","900","0","0","1","5","10","19","3","6","2","0","0","0","0","0","0","46","0"
"LANE_02","38","1.5","51.3","56.8","0","20","13","5","0","0","--","--","23.7","23.3","07/07/25 17:00:00","900","0","0","0","0","1","1","16","7","12","1","0","0","0","0","0","38","0"

Total Bins:  13
