"07/31/25 17:04:46","I-70_Thu_July_31_Station_1","SS125 U100000000","T3","SR-36 MP-50.620","7/31/2025   10:00:00 AM","7/31/2025   5:00:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-120","C5","C6","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-10","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-85","S14-90","S15-145","BIN 1","BIN 2"
"LANE_02","22","0.6","74.9","79.8","0","17","4","1","--","--","--","--","40.9","40.7","07/31/25 15:15:00","900","0","0","0","0","0","0","0","0","1","2","1","5","11","2","0","22","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 15:15:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"LANE_01","41","2.1","71.1","79.0","0","17","9","15","--","--","--","--","22.0","21.5","07/31/25 15:30:00","900","0","0","0","0","0","0","0","1","5","7","7","10","6","2","3","41","0"
"LANE_02","9","0.2","74.2","83.0","0","7","1","1","--","--","--","--","100.0","99.8","07/31/25 15:30:00","900","0","0","0","0","0","0","0","0","0","0","2","4","3","0","0","9","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 15:30:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"LANE_01","47","2.2","68.6","80.7","0","24","12","11","--","--","--","--","19.2","18.7","07/31/25 15:45:00","900","0","0","0","0","0","2","1","1","7","8","7","6","12","2","1","47","0"
"LANE_02","10","0.3","78.6","85.0","0","7","2","1","--","--","--","--","90.0","89.8","07/31/25 15:45:00","900","0","0","0","0","0","0","0","0","0","0","2","0","7","1","0","10","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 15:45:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"LANE_01","31","1.7","66.8","79.5","0","12","7","12","--","--","--","--","29.0","28.5","07/31/25 16:00:00","900","0","0","0","0","0","1","3","1","5","2","6","5","6","1","1","31","0"
"LANE_02","11","0.3","74.5","83.0","0","8","2","1","--","--","--","--","81.8","81.6","07/31/25 16:00:00","900","0","0","0","0","0","0","0","0","0","1","2","4","3","1","0","11","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 16:00:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"LANE_01","38","1.7","67.4","77.0","0","18","9","11","--","--","--","--","23.7","23.3","07/31/25 16:15:00","900","0","0","0","0","1","0","1","1","5","6","8","8","6","2","0","38","0"
"LANE_02","9","0.3","83.5","89.0","0","7","1","1","--","--","--","--","100.0","99.7","07/31/25 16:15:00","900","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","9","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 16:15:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"LANE_01","30","1.7","70.4","81.0","0","13","6","11","--","--","--","--","30.0","29.5","07/31/25 16:30:00","900","0","0","0","0","1","0","2","0","2","3","4","8","7","2","1","30","0"
"LANE_02","6","0.1","78.2","82.0","0","3","3","0","--","--","--","--","150.0","149.8","07/31/25 16:30:00","900","0","0","0","0","0","0","0","0","0","0","0","2","3","1","0","6","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 16:30:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"LANE_01","40","1.9","70.0","82.5","0","17","9","14","--","--","--","--","22.5","22.1","07/31/25 16:45:00","900","0","0","0","0","0","1","1","3","2","3","9","9","9","3","0","40","0"
"LANE_02","13","0.4","77.3","90.0","0","8","3","2","--","--","--","--","69.2","69.0","07/31/25 16:45:00","900","0","0","0","0","0","0","0","1","0","0","2","3","4","1","2","13","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 16:45:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"LANE_01","37","1.5","70.7","82.5","0","19","11","7","--","--","--","--","24.3","24.0","07/31/25 17:00:00","900","0","0","0","0","0","0","1","1","2","7","7","8","8","2","1","37","0"
"LANE_02","16","0.4","79.3","87.0","0","11","3","2","--","--","--","--","56.3","56.0","07/31/25 17:00:00","900","0","0","0","0","0","0","0","0","0","1","1","3","6","4","1","16","0"
"LANE_03","0","0.0","0.0","0.0","0","0","0","0","--","--","--","--","0.0","0.0","07/31/25 17:00:00","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

Total Bins:  29
