"07/10/25 16:57:54","SR-12_Boxculvert_Thur_July_10_Station_1","SS125 U100000000","T3","SR-36 MP-50.620","7/10/2025   8:00:00 AM","7/10/2025   4:30:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-120","C5","C6","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-10","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-85","S14-90","S15-145","BIN 1","BIN 2"
"LANE_01","32","1.6","47.8","58.0","0","18","10","4","--","--","--","--","28.1","27.7","07/10/25 09:30:00","900","0","0","2","4","3","2","4","4","11","2","0","0","0","0","0","32","0"
"LANE_02","31","1.3","54.4","61.0","0","21","5","5","--","--","--","--","29.0","28.7","07/10/25 09:30:00","900","0","0","0","0","0","2","5","12","5","5","1","1","0","0","0","31","0"

"LANE_01","21","0.9","46.8","57.0","0","15","5","1","--","--","--","--","42.9","42.5","07/10/25 09:45:00","900","0","0","2","0","3","4","2","4","5","0","1","0","0","0","0","21","0"
"LANE_02","38","1.7","51.9","55.7","0","24","10","4","--","--","--","--","23.7","23.3","07/10/25 09:45:00","900","0","0","0","0","0","5","8","15","8","2","0","0","0","0","0","38","0"

"LANE_01","45","2.0","51.3","58.0","0","21","21","3","--","--","--","--","20.0","19.6","07/10/25 10:00:00","900","0","0","0","0","2","4","17","9","8","5","0","0","0","0","0","45","0"
"LANE_02","36","1.8","51.4","56.0","0","21","9","6","--","--","--","--","25.0","24.6","07/10/25 10:00:00","900","0","0","0","1","1","1","10","13","8","2","0","0","0","0","0","36","0"

"LANE_01","34","1.9","47.2","57.0","0","22","7","5","--","--","--","--","26.5","26.0","07/10/25 10:15:00","900","0","0","2","5","2","1","7","10","6","0","1","0","0","0","0","34","0"
"LANE_02","30","1.3","50.9","57.0","0","18","10","2","--","--","--","--","30.0","29.6","07/10/25 10:15:00","900","0","0","0","0","0","2","11","10","5","2","0","0","0","0","0","30","0"

"LANE_01","33","1.5","44.8","55.0","2","20","9","2","--","--","--","--","27.3","26.9","07/10/25 10:30:00","900","0","1","1","4","5","6","4","7","5","0","0","0","0","0","0","33","0"
"LANE_02","41","1.6","54.2","58.3","0","29","8","4","--","--","--","--","22.0","21.6","07/10/25 10:30:00","900","0","0","1","0","0","1","3","16","16","2","2","0","0","0","0","41","0"

"LANE_01","40","2.2","43.8","52.5","0","20","15","5","--","--","--","--","22.5","22.0","07/10/25 10:45:00","900","0","3","1","2","1","15","9","7","1","1","0","0","0","0","0","40","0"
"LANE_02","37","1.6","53.0","58.0","0","24","5","8","--","--","--","--","24.3","23.9","07/10/25 10:45:00","900","0","0","0","0","0","0","12","12","9","4","0","0","0","0","0","37","0"

"LANE_01","31","1.3","49.1","56.0","0","22","7","2","--","--","--","--","29.0","28.6","07/10/25 11:00:00","900","0","0","0","1","2","6","5","11","6","0","0","0","0","0","0","31","0"
"LANE_02","40","2.6","48.1","54.3","0","22","6","12","--","--","--","--","22.5","21.9","07/10/25 11:00:00","900","0","0","0","1","3","7","12","13","3","1","0","0","0","0","0","40","0"

"LANE_01","47","2.2","48.7","56.0","0","21","21","5","--","--","--","--","19.2","18.7","07/10/25 11:15:00","900","0","0","1","3","2","10","14","9","7","0","0","0","0","0","1","47","0"
"LANE_02","32","1.3","55.6","61.5","0","20","7","5","--","--","--","--","28.1","27.8","07/10/25 11:15:00","900","0","0","0","0","0","3","2","9","10","5","2","1","0","0","0","32","0"

"LANE_01","44","1.8","50.2","58.0","0","26","16","2","--","--","--","--","20.5","20.1","07/10/25 11:30:00","900","0","0","0","2","0","9","10","12","5","6","0","0","0","0","0","44","0"
"LANE_02","45","1.9","49.8","57.0","0","30","11","4","--","--","--","--","20.0","19.6","07/10/25 11:30:00","900","0","0","0","0","5","10","13","7","9","0","0","0","0","0","1","45","0"

"LANE_01","35","2.1","36.8","48.0","0","24","7","4","--","--","--","--","25.7","25.2","07/10/25 11:45:00","900","0","4","2","10","5","8","2","3","1","0","0","0","0","0","0","35","0"
"LANE_02","36","1.6","49.8","58.0","0","24","7","5","--","--","--","--","25.0","24.6","07/10/25 11:45:00","900","0","0","0","0","2","9","7","9","6","2","1","0","0","0","0","36","0"

"LANE_01","41","1.8","48.2","60.7","0","22","18","1","--","--","--","--","22.0","21.6","07/10/25 12:00:00","900","0","0","2","3","4","6","7","9","2","7","1","0","0","0","0","41","0"
"LANE_02","28","1.0","53.8","59.0","0","21","6","1","--","--","--","--","32.1","31.8","07/10/25 12:00:00","900","0","0","0","0","0","0","7","9","9","3","0","0","0","0","0","28","0"

"LANE_01","51","2.8","41.1","52.0","1","27","17","6","--","--","--","--","17.6","17.1","07/10/25 12:15:00","900","1","6","6","2","1","10","13","8","3","1","0","0","0","0","0","51","0"
"LANE_02","24","0.8","55.2","62.0","0","16","8","0","--","--","--","--","37.5","37.2","07/10/25 12:15:00","900","0","0","0","0","0","1","4","7","5","6","1","0","0","0","0","24","0"

"LANE_01","58","2.5","45.9","54.3","0","38","17","3","--","--","--","--","15.5","15.1","07/10/25 12:30:00","900","0","1","1","1","14","10","11","15","4","0","1","0","0","0","0","58","0"
"LANE_02","39","1.6","50.7","58.0","0","27","9","3","--","--","--","--","23.1","22.7","07/10/25 12:30:00","900","0","0","0","1","3","6","7","10","8","3","1","0","0","0","0","39","0"

"LANE_01","30","1.4","51.0","60.7","0","17","9","4","--","--","--","--","30.0","29.6","07/10/25 12:45:00","900","0","0","0","2","2","2","7","7","4","4","2","0","0","0","0","30","0"
"LANE_02","27","1.0","54.3","61.0","0","19","5","3","--","--","--","--","33.3","33.0","07/10/25 12:45:00","900","0","0","0","0","0","0","4","12","6","3","2","0","0","0","0","27","0"

"LANE_01","44","2.2","45.2","56.5","0","30","11","3","--","--","--","--","20.5","20.0","07/10/25 13:00:00","900","0","3","2","4","9","5","4","10","2","4","1","0","0","0","0","44","0"
"LANE_02","31","1.2","53.1","61.5","0","22","5","4","--","--","--","--","29.0","28.7","07/10/25 13:00:00","900","0","0","1","0","0","2","6","9","7","4","2","0","0","0","0","31","0"

"LANE_01","31","1.6","46.0","56.0","0","19","8","4","--","--","--","--","29.0","28.6","07/10/25 13:15:00","900","0","2","1","1","3","5","6","7","3","3","0","0","0","0","0","31","0"
"LANE_02","21","0.8","53.0","58.0","0","14","4","3","--","--","--","--","42.9","42.5","07/10/25 13:15:00","900","0","0","0","0","0","1","6","7","6","1","0","0","0","0","0","21","0"

"LANE_01","38","2.1","47.8","56.0","0","20","10","8","--","--","--","--","23.7","23.2","07/10/25 13:30:00","900","0","1","1","2","4","9","3","11","3","2","0","2","0","0","0","38","0"
"LANE_02","28","1.0","52.3","58.0","0","21","6","1","--","--","--","--","32.1","31.8","07/10/25 13:30:00","900","0","0","0","1","1","0","5","12","6","2","1","0","0","0","0","28","0"

"LANE_01","51","2.9","47.5","56.8","0","22","19","10","--","--","--","--","17.6","17.1","07/10/25 13:45:00","900","0","0","1","6","4","12","9","8","8","1","1","0","0","0","1","51","0"
"LANE_02","29","1.1","54.2","59.0","0","22","6","1","--","--","--","--","31.0","30.7","07/10/25 13:45:00","900","0","0","0","0","0","1","6","10","9","2","1","0","0","0","0","29","0"

"LANE_01","40","1.9","46.2","55.0","0","21","17","2","--","--","--","--","22.5","22.1","07/10/25 14:00:00","900","0","1","1","4","4","6","9","9","5","0","0","1","0","0","0","40","0"
"LANE_02","32","1.5","52.8","59.0","0","19","9","4","--","--","--","--","28.1","27.7","07/10/25 14:00:00","900","0","0","0","0","1","7","6","8","6","2","1","0","0","0","1","32","0"

"LANE_01","31","1.5","47.6","59.0","1","20","6","4","--","--","--","--","29.0","28.6","07/10/25 14:15:00","900","1","1","2","0","4","3","4","8","3","3","1","1","0","0","0","31","0"
"LANE_02","26","1.0","55.5","61.5","0","18","5","3","--","--","--","--","34.6","34.3","07/10/25 14:15:00","900","0","0","0","0","0","0","5","6","9","6","0","0","0","0","0","26","0"

"LANE_01","39","1.9","47.4","59.0","0","26","11","2","--","--","--","--","23.1","22.6","07/10/25 14:30:00","900","0","0","2","7","5","1","4","7","7","4","1","1","0","0","0","39","0"
"LANE_02","26","0.9","53.2","60.0","0","21","4","1","--","--","--","--","34.6","34.3","07/10/25 14:30:00","900","0","0","0","0","0","1","9","6","6","3","1","0","0","0","0","26","0"

"LANE_01","52","3.6","40.7","55.0","0","25","19","8","--","--","--","--","17.3","16.7","07/10/25 14:45:00","900","0","10","5","2","5","4","6","12","5","3","0","0","0","0","0","52","0"
"LANE_02","34","1.3","53.4","59.3","0","16","17","1","--","--","--","--","26.5","26.1","07/10/25 14:45:00","900","0","0","0","0","0","2","7","10","12","3","0","0","0","0","0","34","0"

"LANE_01","50","2.9","41.9","56.7","1","27","13","9","--","--","--","--","18.0","17.5","07/10/25 15:00:00","900","1","2","5","9","6","2","5","9","9","2","0","0","0","0","0","50","0"
"LANE_02","24","1.2","50.0","55.0","1","12","7","4","--","--","--","--","37.5","37.0","07/10/25 15:00:00","900","0","1","0","0","0","2","8","9","3","1","0","0","0","0","0","24","0"

"LANE_01","50","2.5","50.0","58.8","0","21","24","5","--","--","--","--","18.0","17.5","07/10/25 15:15:00","900","1","1","1","0","2","6","9","14","10","1","5","0","0","0","0","50","0"
"LANE_02","33","1.6","51.5","57.0","0","21","7","5","--","--","--","--","27.3","26.8","07/10/25 15:15:00","900","0","0","0","0","0","2","15","7","7","2","0","0","0","0","0","33","0"

"LANE_01","45","2.0","47.9","58.0","0","25","16","4","--","--","--","--","20.0","19.6","07/10/25 15:30:00","900","0","1","0","4","6","6","8","9","5","5","1","0","0","0","0","45","0"
"LANE_02","20","0.7","54.7","60.5","0","15","4","1","--","--","--","--","45.0","44.7","07/10/25 15:30:00","900","0","0","0","0","0","0","5","6","5","4","0","0","0","0","0","20","0"

"LANE_01","29","1.4","45.8","57.0","0","18","7","4","--","--","--","--","31.0","30.6","07/10/25 15:45:00","900","0","3","0","2","1","8","5","3","3","2","0","0","0","0","2","29","0"
"LANE_02","26","1.0","56.7","61.5","0","19","5","2","--","--","--","--","34.6","34.3","07/10/25 15:45:00","900","0","0","0","0","0","1","3","4","11","5","2","0","0","0","0","26","0"

"LANE_01","39","2.0","44.3","57.0","0","16","19","4","--","--","--","--","23.1","22.6","07/10/25 16:00:00","900","0","2","2","7","5","3","5","5","7","3","0","0","0","0","0","39","0"
"LANE_02","32","1.2","54.8","61.0","0","21","8","3","--","--","--","--","28.1","27.8","07/10/25 16:00:00","900","0","0","0","0","0","0","4","15","6","6","1","0","0","0","0","32","0"

"LANE_01","45","2.3","43.9","57.5","1","31","9","4","--","--","--","--","20.0","19.5","07/10/25 16:15:00","900","0","2","8","4","1","7","9","5","6","3","0","0","0","0","0","45","0"
"LANE_02","31","1.3","53.2","59.5","0","20","7","4","--","--","--","--","29.0","28.7","07/10/25 16:15:00","900","0","0","0","0","3","2","4","8","10","3","0","0","1","0","0","31","0"

"LANE_01","49","2.6","46.8","61.0","1","23","19","6","--","--","--","--","18.4","17.9","07/10/25 16:30:00","900","0","1","0","9","6","7","6","6","6","7","1","0","0","0","0","49","0"
"LANE_02","36","1.2","57.3","62.5","0","24","10","2","--","--","--","--","25.0","24.7","07/10/25 16:30:00","900","0","0","0","0","0","0","2","15","9","6","2","1","1","0","0","36","0"

Total Bins:  33
