"07/29/25 17:45:32","I-70_Tue_July_29_Station_1","SS125 U100000000","T3","SR-36 MP-50.620","7/29/2025   11:30:00 AM","7/29/2025   5:30:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-120","C5","C6","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-10","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-85","S14-90","S15-145","BIN 1","BIN 2"
"LANE_02","6","0.1","81.4","94.0","0","3","3","0","--","--","--","--","150.0","149.8","07/29/25 14:15:00","900","0","0","0","0","0","0","0","0","0","0","1","1","2","0","2","6","0"

"LANE_01","41","1.8","74.2","85.0","0","18","11","12","--","--","--","--","22.0","21.6","07/29/25 14:30:00","900","0","0","0","0","0","0","2","1","4","4","3","8","13","2","4","41","0"
"LANE_02","8","0.2","76.3","85.0","1","4","2","1","--","--","--","--","112.5","112.2","07/29/25 14:30:00","900","0","0","0","0","0","1","0","0","0","1","0","0","5","0","1","8","0"

"LANE_01","37","1.6","72.3","84.0","1","16","9","11","--","--","--","--","24.3","23.9","07/29/25 14:45:00","900","0","0","1","0","0","2","0","0","2","4","5","4","14","5","0","37","0"
"LANE_02","15","0.4","75.4","84.0","0","13","2","0","--","--","--","--","60.0","59.8","07/29/25 14:45:00","900","0","0","0","0","0","0","0","0","0","2","3","2","7","0","1","15","0"

"LANE_01","49","2.4","72.1","82.0","0","24","9","16","--","--","--","--","18.4","17.9","07/29/25 15:00:00","900","0","0","0","0","0","0","0","4","5","6","3","10","18","2","1","49","0"
"LANE_02","16","0.6","72.8","82.5","0","14","1","1","--","--","--","--","56.3","55.9","07/29/25 15:00:00","900","0","0","0","0","0","0","0","0","1","2","3","3","6","1","0","16","0"

"LANE_01","34","1.6","73.6","82.0","0","15","8","11","--","--","--","--","26.5","26.0","07/29/25 15:15:00","900","0","0","0","0","0","0","0","0","1","5","6","7","14","0","1","34","0"
"LANE_02","9","0.2","79.8","88.0","0","5","3","1","--","--","--","--","100.0","99.8","07/29/25 15:15:00","900","0","0","0","0","0","0","0","0","0","1","0","1","4","2","1","9","0"

"LANE_01","41","1.7","73.0","84.0","1","20","11","9","--","--","--","--","22.0","21.6","07/29/25 15:30:00","900","0","0","1","0","0","1","0","0","2","3","7","8","14","4","1","41","0"
"LANE_02","11","0.3","85.4","89.0","0","9","1","1","--","--","--","--","81.8","81.6","07/29/25 15:30:00","900","0","0","0","0","0","0","0","0","0","0","0","0","7","3","1","11","0"

"LANE_01","46","2.2","72.0","81.0","0","21","9","16","--","--","--","--","19.6","19.1","07/29/25 15:45:00","900","0","0","0","0","0","0","3","1","0","8","7","8","15","1","3","46","0"
"LANE_02","10","0.2","82.1","88.0","0","5","5","0","--","--","--","--","90.0","89.8","07/29/25 15:45:00","900","0","0","0","0","0","0","0","0","0","0","0","1","7","1","1","10","0"

"LANE_01","38","1.8","70.1","80.5","1","19","8","10","--","--","--","--","23.7","23.3","07/29/25 16:00:00","900","0","1","0","0","0","0","1","1","4","5","5","5","13","2","1","38","0"
"LANE_02","13","0.4","74.3","83.0","0","10","1","2","--","--","--","--","69.2","68.9","07/29/25 16:00:00","900","0","0","0","0","0","0","0","1","1","0","3","1","5","0","2","13","0"

"LANE_01","32","1.6","73.4","85.0","0","11","10","11","--","--","--","--","28.1","27.7","07/29/25 16:15:00","900","0","0","0","0","0","0","0","0","4","8","3","1","11","2","3","32","0"
"LANE_02","10","0.3","80.4","89.0","0","8","1","1","--","--","--","--","90.0","89.7","07/29/25 16:15:00","900","0","0","0","0","0","0","0","0","0","1","0","1","5","2","1","10","0"

"LANE_01","32","1.2","72.6","81.0","0","16","8","8","--","--","--","--","28.1","27.8","07/29/25 16:30:00","900","0","0","0","0","0","0","0","0","2","2","8","9","11","0","0","32","0"
"LANE_02","13","0.5","70.6","85.5","0","7","4","2","--","--","--","--","69.2","68.9","07/29/25 16:30:00","900","0","0","0","0","1","1","0","1","0","0","2","1","4","3","0","13","0"

"LANE_01","27","1.1","73.2","87.0","0","12","8","7","--","--","--","--","33.3","33.0","07/29/25 16:45:00","900","0","0","0","0","0","0","0","2","2","3","5","3","6","4","2","27","0"
"LANE_02","10","0.3","79.1","101.0","0","7","1","2","--","--","--","--","90.0","89.7","07/29/25 16:45:00","900","0","0","0","0","0","0","0","1","0","0","1","2","4","0","2","10","0"

"LANE_01","39","1.7","72.7","83.0","0","21","7","11","--","--","--","--","23.1","22.7","07/29/25 17:00:00","900","0","0","0","0","0","0","1","0","1","9","2","9","15","2","0","39","0"
"LANE_02","13","0.5","74.3","89.0","1","7","2","3","--","--","--","--","69.2","68.9","07/29/25 17:00:00","900","0","0","0","0","0","0","2","0","1","2","0","0","4","2","2","13","0"

"LANE_01","39","2.1","73.0","82.0","0","11","11","17","--","--","--","--","23.1","22.6","07/29/25 17:15:00","900","0","0","0","0","0","1","0","1","2","2","7","8","15","2","1","39","0"
"LANE_02","14","0.4","77.1","84.0","1","9","2","2","--","--","--","--","64.3","64.1","07/29/25 17:15:00","900","0","0","0","0","0","1","0","1","0","0","0","1","10","0","1","14","0"

"LANE_01","35","1.8","68.0","82.5","1","12","8","14","--","--","--","--","25.7","25.2","07/29/25 17:30:00","900","0","0","0","0","1","0","1","4","3","5","5","5","7","1","3","35","0"
"LANE_02","12","0.3","82.6","86.0","0","5","6","1","--","--","--","--","75.0","74.7","07/29/25 17:30:00","900","0","0","0","0","0","0","0","0","0","0","0","0","9","2","1","12","0"

Total Bins:  25
