"07/08/25 17:19:01","SR-12_Boxculvert_Tue_July_8_Station_2","SS126 U100000249"," FA-2700P MP-2.300","Sheep lane so of erda way","7/8/2025   11:15:00 AM","7/8/2025   5:15:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-50","C5-79","C6-120","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-20","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-80","S14-85","S15-145","BIN 1","BIN 2"
"LANE_01","30","1.6","43.3","54.3","0","11","15","3","1","0","--","--","30.0","29.5","07/08/25 16:45:00","900","0","0","0","4","6","9","5","4","2","0","0","0","0","0","0","30","0"
"LANE_02","48","2.4","46.3","56.5","0","31","14","0","3","0","--","--","18.8","18.3","07/08/25 16:45:00","900","0","0","1","3","10","8","8","7","10","1","0","0","0","0","0","48","0"

"LANE_01","47","2.4","43.8","53.0","0","21","21","3","2","0","--","--","19.1","18.7","07/08/25 17:00:00","900","0","0","2","6","7","12","7","9","4","0","0","0","0","0","0","47","0"
"LANE_02","42","1.7","50.9","56.0","0","27","14","1","0","0","--","--","21.4","21.1","07/08/25 17:00:00","900","0","0","0","0","0","3","17","11","10","1","0","0","0","0","0","42","0"

"LANE_01","32","1.7","44.4","47.8","0","17","9","4","2","0","--","--","28.1","27.6","07/08/25 17:15:00","900","0","0","0","1","4","12","12","2","1","0","0","0","0","0","0","32","0"
"LANE_02","45","1.8","51.3","58.0","2","27","13","2","1","0","--","--","20.0","19.6","07/08/25 17:15:00","900","0","0","0","3","2","5","6","16","9","4","0","0","0","0","0","45","0"

Total Bins:  24
