"07/09/25 17:07:13","SR-12_Boxculvert_Wed_July_9_Station_1","SS125 U100000000","T3","SR-36 MP-50.620","7/9/2025   8:00:00 AM","7/9/2025   5:00:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-120","C5","C6","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-10","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-85","S14-90","S15-145","BIN 1","BIN 2"
"LANE_01","44","2.0","41.5","51.0","0","36","7","1","--","--","--","--","20.5","20.0","07/09/25 15:00:00","900","0","2","2","6","10","6","9","7","1","1","0","0","0","0","0","44","0"
"LANE_02","41","1.6","54.1","60.7","1","26","10","4","--","--","--","--","22.0","21.6","07/09/25 15:00:00","900","0","0","0","0","1","6","6","10","10","5","3","0","0","0","0","41","0"

"LANE_01","56","3.4","39.7","51.5","0","32","14","10","--","--","--","--","16.1","15.5","07/09/25 15:15:00","900","1","10","5","2","7","9","9","8","2","1","0","0","2","0","0","56","0"
"LANE_02","47","1.8","50.3","55.7","0","31","13","3","--","--","--","--","19.2","18.8","07/09/25 15:15:00","900","0","0","0","0","3","6","14","13","7","4","0","0","0","0","0","47","0"

"LANE_01","34","1.5","48.2","58.7","0","20","13","1","--","--","--","--","26.5","26.1","07/09/25 15:30:00","900","0","0","4","0","3","8","1","5","10","2","1","0","0","0","0","34","0"
"LANE_02","44","2.1","49.4","56.0","0","25","11","8","--","--","--","--","20.5","20.0","07/09/25 15:30:00","900","0","0","0","1","6","8","8","12","8","0","0","0","1","0","0","44","0"

"LANE_01","46","2.1","46.5","53.0","0","33","7","6","--","--","--","--","19.6","19.2","07/09/25 15:45:00","900","0","0","2","1","5","9","13","11","4","0","1","0","0","0","0","46","0"
"LANE_02","39","1.6","50.9","56.0","0","25","7","7","--","--","--","--","23.1","22.7","07/09/25 15:45:00","900","0","0","0","0","1","4","11","15","6","2","0","0","0","0","0","39","0"

"LANE_01","41","2.0","48.0","53.5","0","23","7","11","--","--","--","--","22.0","21.5","07/09/25 16:00:00","900","0","1","0","1","3","6","8","17","4","1","0","0","0","0","0","41","0"
"LANE_02","52","2.3","50.8","57.0","0","27","18","7","--","--","--","--","17.3","16.9","07/09/25 16:00:00","900","0","0","0","0","0","6","20","14","10","2","0","0","0","0","0","52","0"

"LANE_01","41","2.2","41.3","53.5","2","22","12","5","--","--","--","--","22.0","21.5","07/09/25 16:15:00","900","1","4","3","5","4","4","8","8","2","1","1","0","0","0","0","41","0"
"LANE_02","49","1.8","52.9","58.2","0","35","11","3","--","--","--","--","18.4","18.0","07/09/25 16:15:00","900","0","0","0","0","1","3","9","17","17","1","1","0","0","0","0","49","0"

"LANE_01","28","1.4","43.3","54.0","0","15","10","3","--","--","--","--","32.1","31.7","07/09/25 16:30:00","900","0","0","3","2","5","6","7","1","3","1","0","0","0","0","0","28","0"
"LANE_02","33","1.2","55.4","61.0","0","25","6","2","--","--","--","--","27.3","26.9","07/09/25 16:30:00","900","0","0","0","0","0","1","7","6","13","3","3","0","0","0","0","33","0"

"LANE_01","34","1.6","46.6","53.0","1","21","8","4","--","--","--","--","26.5","26.0","07/09/25 16:45:00","900","0","1","0","0","3","10","9","8","1","2","0","0","0","0","0","34","0"
"LANE_02","36","1.3","52.4","57.0","0","24","10","2","--","--","--","--","25.0","24.7","07/09/25 16:45:00","900","0","0","0","0","0","3","9","13","8","3","0","0","0","0","0","36","0"

"LANE_01","40","2.0","41.4","53.0","0","28","9","3","--","--","--","--","22.5","22.0","07/09/25 17:00:00","900","1","3","1","1","14","7","4","4","4","0","1","0","0","0","0","40","0"
"LANE_02","36","1.4","51.6","57.8","0","22","11","3","--","--","--","--","25.0","24.7","07/09/25 17:00:00","900","0","0","0","0","1","5","10","7","10","3","0","0","0","0","0","36","0"

Total Bins:  37
