"07/30/25 17:17:40","I-70_Wed_July_30_Station_2","SS126 U100000249"," FA-2700P MP-2.300","Sheep lane so of erda way","7/30/2025   10:00:00 AM","7/30/2025   5:00:00 PM"
DSP: 2022-05-23 HW v2.2 Debug=False, Algo: 2000-03-17 Diagnostic=False, FPGA: 2013-02 Build# 0, FPAA: 2001-03-20
"LANE/APPROACH NAME","VOLUME","OCCUPANCY(%)","SPEED (mph)","85% SPEED (mph)","C1-8","C2-20","C3-30","C4-50","C5-79","C6-120","C7","C8","HEADWAY","GAP","SENSOR TIME (MM/dd/yy  HH:mm:ss)","INTERVAL (sec)","S1-20","S2-25","S3-30","S4-35","S5-40","S6-45","S7-50","S8-55","S9-60","S10-65","S11-70","S12-75","S13-80","S14-85","S15-145","BIN 1","BIN 2"
"LANE_02","17","0.6","72.0","80.3","0","9","5","1","2","0","--","--","52.9","52.6","07/30/25 12:30:00","900","0","0","0","0","0","0","0","3","0","1","1","3","5","4","0","17","0"

"LANE_01","47","2.7","66.2","80.5","0","19","10","1","14","3","--","--","19.1","18.6","07/30/25 12:45:00","900","0","0","0","0","0","4","0","5","8","7","5","3","7","6","2","47","0"
"LANE_02","15","0.4","80.5","84.0","0","12","2","1","0","0","--","--","60.0","59.8","07/30/25 12:45:00","900","0","0","0","0","0","0","0","0","1","1","0","1","4","6","2","15","0"

"LANE_01","36","2.4","67.8","79.7","0","9","12","2","4","9","--","--","25.0","24.4","07/30/25 13:00:00","900","0","0","0","0","2","0","0","1","3","9","5","4","8","4","0","36","0"
"LANE_02","13","0.4","76.3","83.0","0","10","2","0","1","0","--","--","69.2","68.9","07/30/25 13:00:00","900","0","0","0","0","0","1","0","0","0","1","0","0","7","2","2","13","0"

"LANE_01","39","2.5","65.0","75.8","0","16","3","4","8","8","--","--","23.1","22.5","07/30/25 13:15:00","900","0","0","0","0","0","2","1","4","6","8","3","6","6","2","1","39","0"
"LANE_02","14","0.7","67.0","77.0","0","8","2","1","2","1","--","--","64.3","63.9","07/30/25 13:15:00","900","0","0","0","0","0","2","0","0","3","1","0","4","2","2","0","14","0"

"LANE_01","42","2.4","67.6","79.0","0","19","5","5","6","7","--","--","21.4","20.9","07/30/25 13:30:00","900","0","0","0","0","0","1","2","2","4","6","7","9","6","5","0","42","0"
"LANE_02","19","0.7","70.1","82.0","0","11","6","1","0","1","--","--","47.4","47.1","07/30/25 13:30:00","900","0","0","0","0","0","0","1","3","0","3","1","2","5","3","1","19","0"

"LANE_01","43","2.3","66.6","78.0","0","16","12","4","6","5","--","--","20.9","20.5","07/30/25 13:45:00","900","1","0","0","0","0","1","1","5","4","4","5","8","10","3","1","43","0"
"LANE_02","21","0.6","71.7","81.0","0","13","7","1","0","0","--","--","42.9","42.6","07/30/25 13:45:00","900","0","0","0","0","0","0","0","1","3","2","0","6","4","5","0","21","0"

"LANE_01","41","2.7","65.0","78.7","0","15","7","3","6","10","--","--","22.0","21.4","07/30/25 14:00:00","900","0","0","0","1","0","3","3","2","3","6","10","2","7","2","2","41","0"
"LANE_02","13","0.3","72.2","80.0","0","10","3","0","0","0","--","--","69.2","69.0","07/30/25 14:00:00","900","0","0","0","0","0","0","0","1","0","2","0","4","4","2","0","13","0"

"LANE_01","40","2.3","65.7","78.5","0","15","11","3","5","6","--","--","22.5","22.0","07/30/25 14:15:00","900","0","0","0","0","3","2","0","4","3","5","4","6","9","3","1","40","0"
"LANE_02","12","0.5","71.0","81.0","0","7","3","0","2","0","--","--","75.0","74.6","07/30/25 14:15:00","900","0","0","0","0","1","0","0","0","1","0","1","6","0","2","1","12","0"

"LANE_01","38","2.6","61.3","73.0","0","11","10","1","11","5","--","--","23.7","23.1","07/30/25 14:30:00","900","0","0","0","0","1","2","3","3","7","9","5","5","2","1","0","38","0"
"LANE_02","13","0.3","73.3","79.0","0","8","5","0","0","0","--","--","69.2","69.0","07/30/25 14:30:00","900","0","0","0","0","0","0","0","2","0","1","0","1","7","2","0","13","0"

"LANE_01","39","2.6","65.6","79.0","0","16","7","1","7","8","--","--","23.1","22.5","07/30/25 14:45:00","900","0","0","0","0","0","4","1","4","3","5","7","3","6","3","3","39","0"
"LANE_02","12","0.5","72.5","77.0","0","8","2","0","0","2","--","--","75.0","74.6","07/30/25 14:45:00","900","0","0","0","0","0","0","0","0","0","2","1","5","2","2","0","12","0"

"LANE_01","35","1.7","68.0","78.0","0","16","9","2","5","3","--","--","25.7","25.3","07/30/25 15:00:00","900","0","0","0","0","0","1","1","1","4","6","6","4","9","3","0","35","0"
"LANE_02","10","0.3","72.9","81.0","0","7","2","1","0","0","--","--","90.0","89.8","07/30/25 15:00:00","900","0","0","0","0","0","0","1","0","0","0","2","1","4","2","0","10","0"

"LANE_01","35","1.8","64.9","76.0","0","17","7","4","3","4","--","--","25.7","25.3","07/30/25 15:15:00","900","0","0","0","0","0","1","1","4","4","7","7","4","5","2","0","35","0"
"LANE_02","12","0.4","69.2","74.0","0","9","2","0","1","0","--","--","75.0","74.7","07/30/25 15:15:00","900","0","0","0","0","0","0","0","1","1","1","1","6","2","0","0","12","0"

"LANE_01","42","2.5","66.5","77.6","0","17","8","3","9","5","--","--","21.4","20.9","07/30/25 15:30:00","900","0","0","0","1","0","0","2","5","2","6","8","8","6","4","0","42","0"
"LANE_02","11","0.3","75.0","84.0","0","10","1","0","0","0","--","--","81.8","81.6","07/30/25 15:30:00","900","0","0","0","0","0","0","0","1","0","1","1","0","4","3","1","11","0"

"LANE_01","40","1.9","65.8","77.0","0","16","13","2","6","3","--","--","22.5","22.1","07/30/25 15:45:00","900","0","0","0","0","1","2","2","2","3","5","11","4","7","3","0","40","0"
"LANE_02","9","0.2","75.1","85.0","0","8","0","1","0","0","--","--","100.0","99.8","07/30/25 15:45:00","900","0","0","0","0","0","0","1","0","0","0","1","1","3","2","1","9","0"

"LANE_01","35","1.6","68.8","78.7","0","20","6","1","5","3","--","--","25.7","25.3","07/30/25 16:00:00","900","0","0","0","0","0","1","3","2","2","3","7","5","8","2","2","35","0"
"LANE_02","9","0.3","74.3","80.0","0","7","1","0","0","1","--","--","100.0","99.7","07/30/25 16:00:00","900","0","0","0","0","0","0","0","0","0","1","1","2","4","1","0","9","0"

"LANE_01","38","1.9","66.1","76.5","0","18","7","2","9","2","--","--","23.7","23.2","07/30/25 16:15:00","900","0","0","0","0","0","1","3","3","3","6","7","7","5","2","1","38","0"
"LANE_02","12","0.5","77.7","82.0","0","7","2","0","2","1","--","--","75.0","74.6","07/30/25 16:15:00","900","0","0","0","0","0","0","0","0","1","0","1","3","2","4","1","12","0"

"LANE_01","44","2.7","63.8","76.3","0","14","6","7","12","5","--","--","20.5","19.9","07/30/25 16:30:00","900","0","0","0","0","0","2","4","5","4","7","8","5","7","2","0","44","0"
"LANE_02","26","0.8","73.9","82.0","0","15","8","2","1","0","--","--","34.6","34.3","07/30/25 16:30:00","900","0","0","0","0","0","0","0","2","0","4","2","4","6","5","3","26","0"

"LANE_01","38","1.8","66.6","77.0","0","19","7","3","8","1","--","--","23.7","23.3","07/30/25 16:45:00","900","0","0","0","0","0","1","1","5","1","9","4","10","5","2","0","38","0"
"LANE_02","14","0.5","75.8","82.0","0","10","2","0","1","1","--","--","64.3","64.0","07/30/25 16:45:00","900","0","0","0","0","0","0","0","0","1","1","1","1","6","4","0","14","0"

"LANE_01","38","1.6","71.1","79.3","0","19","11","0","4","4","--","--","23.7","23.3","07/30/25 17:00:00","900","0","0","0","0","0","1","0","0","3","6","6","8","11","1","2","38","0"
"LANE_02","6","0.1","75.9","80.0","0","5","1","0","0","0","--","--","150.0","149.8","07/30/25 17:00:00","900","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","6","0"

Total Bins:  28
